==============================================================

Station Name : ExampleStation
Launched     : 6/15/1990 0:30:00 AM

   Time   GPM_AGL        Alt_AGL        Alt_MSL       North           East         Ascent          Press           Temp         RelHum         WSpeed          WDirn          VTemp             DP           Dens             VP        Mix_Rat            SVP
      s         m              m              m          km             km          m/min            hPa             °C              %            m/s              °             °C             °C           g/m³            hPa                           hPa
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  417.1    2199.0         2200.9         2462.9       1.023          0.573            324         764.29         +15.75          19.19            9.3            200         +16.24           -7.7          920.1           3.43            2.8          17.90
  417.3    2200.0         2201.9         2463.9       1.025          0.574            324         764.20         +15.74          19.01            9.3            200         +16.23           -7.8          920.0           3.40            2.8          17.89
  417.5    2201.0         2202.9         2464.9       1.027          0.574            324         764.11         +15.73          18.83            9.4            200         +16.21           -7.9          920.0           3.37            2.8          17.88
  417.7    2202.0         2203.9         2465.9       1.029          0.575            324         764.02         +15.72          18.66            9.4            200         +16.20           -8.1          919.9           3.33            2.7          17.87
  417.9    2203.0         2204.9         2466.9       1.030          0.576            324         763.93         +15.71          18.48            9.4            200         +16.19           -8.2          919.8           3.30            2.7          17.86
  418.1    2204.0         2205.9         2467.9       1.032          0.577            324         763.84         +15.71          18.28            9.4            200         +16.18           -8.3          919.8           3.26            2.7          17.85
  418.3    2205.0         2206.9         2468.9       1.034          0.578            324         763.75         +15.71          18.04            9.4            200         +16.17           -8.5          919.7           3.22            2.6          17.85
  418.4    2206.0         2207.9         2469.9       1.035          0.578            324         763.67         +15.71          17.81            9.4            200         +16.17           -8.7          919.6           3.18            2.6          17.86
  418.6    2207.0         2208.9         2470.9       1.037          0.579            324         763.58         +15.72          17.57            9.4            200         +16.16           -8.9          919.5           3.14            2.6          17.86
  418.8    2208.0         2209.9         2471.9       1.039          0.580            324         763.49         +15.72          17.33            9.4            200         +16.16           -9.0          919.4           3.10            2.5          17.86
  419.0    2209.0         2210.9         2472.9       1.041          0.581            324         763.40         +15.72          17.09            9.4            200         +16.16           -9.2          919.3           3.05            2.5          17.86
  419.2    2210.0         2211.9         2473.9       1.042          0.582            324         763.31         +15.71          16.79            9.4            200         +16.14           -9.4          919.2           3.00            2.5          17.85
  419.4    2211.0         2212.9         2474.9       1.044          0.582            324         763.22         +15.70          16.49            9.4            200         +16.12           -9.7          919.2           2.94            2.4          17.84
  419.6    2212.0         2213.9         2475.9       1.046          0.583            324         763.13         +15.69          16.18            9.4            200         +16.11           -9.9          919.1           2.89            2.4          17.83
  419.7    2213.0         2214.9         2476.9       1.047          0.584            324         763.04         +15.68          15.88            9.4            200         +16.09          -10.2          919.1           2.83            2.3          17.82
  419.9    2214.0         2215.9         2477.9       1.049          0.585            324         762.95         +15.67          15.58            9.4            200         +16.07          -10.4          919.0           2.77            2.3          17.81
  420.1    2215.0         2216.9         2478.9       1.050          0.585            324         762.86         +15.69          15.33            9.4            200         +16.08          -10.6          918.9           2.73            2.2          17.83
  420.3    2216.0         2217.9         2479.9       1.052          0.586            324         762.77         +15.71          15.12            9.4            200         +16.10          -10.8          918.7           2.70            2.2          17.86
  420.5    2217.0         2219.0         2481.0       1.054          0.587            324         762.69         +15.74          14.91            9.4            200         +16.12          -10.9          918.5           2.67            2.2          17.89
  420.7    2218.0         2220.0         2482.0       1.055          0.588            324         762.60         +15.77          14.70            9.4            200         +16.15          -11.1          918.4           2.63            2.2          17.92
  420.8    2219.0         2221.0         2483.0       1.057          0.589            324         762.51         +15.80          14.49            9.4            200         +16.17          -11.2          918.2           2.60            2.1          17.95
  421.0    2220.0         2222.0         2484.0       1.059          0.589            324         762.42         +15.82          14.26            9.4            200         +16.19          -11.4          918.0           2.56            2.1          17.98
  421.2    2221.0         2223.0         2485.0       1.060          0.590            324         762.33         +15.81          13.96            9.4            200         +16.17          -11.7          918.0           2.51            2.1          17.97
  421.4    2222.0         2224.0         2486.0       1.062          0.591            324         762.24         +15.80          13.67            9.4            200         +16.16          -12.0          917.9           2.45            2.0          17.96
  421.6    2223.0         2225.0         2487.0       1.063          0.592            324         762.15         +15.80          13.37            9.4            200         +16.14          -12.2          917.8           2.40            2.0          17.95
  421.8    2224.0         2226.0         2488.0       1.065          0.593            324         762.06         +15.79          13.08            9.4            200         +16.13          -12.5          917.8           2.35            1.9          17.94
  422.0    2225.0         2227.0         2489.0       1.066          0.593            324         761.98         +15.78          12.78            9.4            200         +16.11          -12.8          917.7           2.29            1.9          17.94
  422.1    2226.0         2228.0         2490.0       1.068          0.594            324         761.89         +15.79          12.48            9.4            200         +16.11          -13.1          917.6           2.24            1.8          17.94
  422.3    2227.0         2229.0         2491.0       1.070          0.595            324         761.80         +15.80          12.17            9.4            200         +16.11          -13.4          917.5           2.18            1.8          17.96
  422.5    2228.0         2230.0         2492.0       1.071          0.596            324         761.71         +15.81          11.86            9.4            200         +16.12          -13.7          917.4           2.13            1.7          17.97
  422.7    2229.0         2231.0         2493.0       1.073          0.596            324         761.62         +15.82          11.55            9.4            200         +16.12          -14.0          917.3           2.08            1.7          17.98
  422.9    2230.0         2232.0         2494.0       1.074          0.597            324         761.53         +15.83          11.24            9.4            200         +16.12          -14.3          917.1           2.02            1.7          17.99
  423.1    2231.0         2233.0         2495.0       1.076          0.598            324         761.45         +15.84          10.96            9.5            200         +16.12          -14.6          917.0           1.97            1.6          18.00
  423.2    2232.0         2234.0         2496.0       1.077          0.599            324         761.36         +15.84          10.74            9.5            200         +16.12          -14.9          917.0           1.93            1.6          18.00
  423.4    2233.0         2235.0         2497.0       1.079          0.600            324         761.27         +15.84          10.52            9.5            200         +16.11          -15.1          916.9           1.89            1.6          18.00
  423.6    2234.0         2236.0         2498.0       1.080          0.600            324         761.18         +15.84          10.31            9.5            199         +16.11          -15.4          916.8           1.86            1.5          18.00
  423.8    2235.0         2237.0         2499.0       1.082          0.601            324         761.09         +15.84          10.09            9.5            199         +16.10          -15.6          916.7           1.82            1.5          18.00
  424.0    2236.0         2238.0         2500.0       1.083          0.602            324         761.00         +15.84           9.87            9.5            199         +16.10          -15.9          916.6           1.78            1.5          18.00
  424.2    2237.0         2239.0         2501.0       1.085          0.603            324         760.91         +15.84           9.78            9.5            199         +16.09          -16.0          916.5           1.76            1.4          18.00
  424.4    2238.0         2240.0         2502.0       1.087          0.603            324         760.82         +15.83           9.70            9.5            199         +16.08          -16.1          916.4           1.75            1.4          17.99
  424.5    2239.0         2241.0         2503.0       1.088          0.604            324         760.73         +15.83           9.62            9.5            199         +16.08          -16.2          916.3           1.73            1.4          17.99
  424.7    2240.0         2242.0         2504.0       1.090          0.605            324         760.64         +15.83           9.55            9.5            199         +16.07          -16.3          916.2           1.72            1.4          17.99
  424.9    2241.0         2243.0         2505.0       1.091          0.605            324         760.55         +15.82           9.47            9.5            199         +16.07          -16.4          916.1           1.70            1.4          17.98
  425.1    2242.0         2244.0         2506.0       1.093          0.606            324         760.46         +15.82           9.48            9.5            199         +16.07          -16.4          916.0           1.70            1.4          17.98
  425.3    2243.0         2245.0         2507.0       1.094          0.607            324         760.38         +15.83           9.54            9.5            200         +16.07          -16.3          915.9           1.72            1.4          17.99
  425.5    2244.0         2246.0         2508.0       1.096          0.607            324         760.29         +15.83           9.61            9.5            200         +16.08          -16.2          915.8           1.73            1.4          17.99
  425.7    2245.0         2247.0         2509.0       1.097          0.608            324         760.20         +15.83           9.68            9.5            200         +16.08          -16.1          915.7           1.74            1.4          18.00
  425.9    2246.0         2248.0         2510.0       1.099          0.608            324         760.11         +15.84           9.75            9.6            200         +16.09          -16.0          915.5           1.76            1.4          18.00
  426.0    2247.0         2249.0         2511.0       1.100          0.609            324         760.02         +15.84           9.83            9.6            200         +16.09          -16.0          915.4           1.77            1.5          18.00
  426.2    2248.0         2250.0         2512.0       1.102          0.609            324         759.93         +15.83           9.92            9.6            200         +16.08          -15.9          915.3           1.78            1.5          17.99
  426.4    2249.0         2251.0         2513.0       1.103          0.610            324         759.84         +15.81          10.01            9.6            200         +16.07          -15.8          915.3           1.80            1.5          17.97
  426.6    2250.0         2252.0         2514.0       1.105          0.610            324         759.75         +15.80          10.09            9.6            200         +16.06          -15.7          915.2           1.81            1.5          17.96
  426.8    2251.0         2253.0         2515.0       1.106          0.611            324         759.66         +15.79          10.18            9.6            200         +16.05          -15.6          915.1           1.83            1.5          17.94
  427.0    2252.0         2254.0         2516.0       1.108          0.611            324         759.57         +15.77          10.27            9.6            200         +16.04          -15.5          915.1           1.84            1.5          17.93
  427.1    2253.0         2255.0         2517.0       1.109          0.612            324         759.48         +15.76          10.37            9.6            200         +16.02          -15.4          915.0           1.86            1.5          17.91
  427.3    2254.0         2256.0         2518.0       1.111          0.612            324         759.39         +15.74          10.47            9.6            200         +16.01          -15.3          914.9           1.87            1.5          17.89
  427.5    2255.0         2257.0         2519.0       1.112          0.613            324         759.30         +15.72          10.56            9.6            200         +16.00          -15.2          914.9           1.89            1.5          17.87
  427.7    2256.0         2258.0         2520.0       1.114          0.613            324         759.21         +15.71          10.66            9.6            200         +15.98          -15.1          914.8           1.90            1.6          17.85
  427.9    2257.0         2259.0         2521.0       1.115          0.614            324         759.12         +15.69          10.75            9.6            200         +15.97          -15.0          914.7           1.92            1.6          17.83
  428.1    2258.0         2260.0         2522.0       1.117          0.614            324         759.04         +15.69          10.82            9.6            200         +15.97          -14.9          914.6           1.93            1.6          17.83
  428.3    2259.0         2261.0         2523.0       1.118          0.614            324         758.95         +15.71          10.83            9.6            200         +15.99          -14.9          914.5           1.93            1.6          17.86
  428.4    2260.0         2262.0         2524.0       1.120          0.615            324         758.86         +15.73          10.84            9.6            200         +16.01          -14.8          914.3           1.94            1.6          17.88
  428.6    2261.0         2263.0         2525.0       1.121          0.615            324         758.77         +15.76          10.85            9.6            200         +16.04          -14.8          914.1           1.94            1.6          17.91
  428.8    2262.0         2264.0         2526.0       1.123          0.616            324         758.68         +15.78          10.86            9.6            200         +16.06          -14.8          913.9           1.95            1.6          17.93
  429.0    2263.0         2265.0         2527.0       1.124          0.616            324         758.59         +15.80          10.87            9.6            200         +16.08          -14.8          913.7           1.95            1.6          17.96
  429.2    2264.0         2266.0         2528.0       1.126          0.617            324         758.50         +15.78          10.82            9.6            200         +16.06          -14.8          913.7           1.94            1.6          17.93
  429.4    2265.0         2267.0         2529.0       1.127          0.617            325         758.41         +15.76          10.77            9.6            200         +16.04          -14.9          913.7           1.93            1.6          17.91
  429.6    2266.0         2268.0         2530.0       1.129          0.618            325         758.32         +15.74          10.71            9.6            200         +16.02          -15.0          913.6           1.92            1.6          17.89
  429.7    2267.0         2269.0         2531.0       1.130          0.618            325         758.23         +15.72          10.66            9.6            200         +15.99          -15.1          913.6           1.90            1.6          17.86
  429.9    2268.0         2270.0         2532.0       1.132          0.618            325         758.14         +15.70          10.61            9.6            200         +15.97          -15.1          913.5           1.89            1.6          17.84
  430.1    2269.0         2271.0         2533.0       1.133          0.619            325         758.05         +15.69          10.57            9.6            200         +15.96          -15.2          913.5           1.89            1.6          17.83
  430.3    2270.0         2272.0         2534.0       1.135          0.619            325         757.96         +15.69          10.54            9.6            200         +15.96          -15.2          913.4           1.88            1.5          17.83
  430.5    2271.0         2273.0         2535.0       1.136          0.620            325         757.87         +15.69          10.52            9.6            201         +15.96          -15.3          913.3           1.87            1.5          17.83
  430.7    2272.0         2274.0         2536.0       1.138          0.620            325         757.79         +15.68          10.49            9.6            201         +15.95          -15.3          913.2           1.87            1.5          17.82
  430.9    2273.0         2275.0         2537.0       1.139          0.621            325         757.70         +15.68          10.46            9.6            201         +15.95          -15.3          913.1           1.86            1.5          17.82
  431.1    2274.0         2276.0         2538.0       1.141          0.621            325         757.61         +15.68          10.44            9.6            201         +15.95          -15.3          913.0           1.86            1.5          17.82
  431.2    2275.0         2277.0         2539.0       1.142          0.622            325         757.52         +15.68          10.43            9.6            201         +15.95          -15.4          912.9           1.86            1.5          17.82
  431.4    2276.0         2278.0         2540.0       1.144          0.622            325         757.43         +15.68          10.42            9.6            201         +15.95          -15.4          912.8           1.86            1.5          17.82
  431.6    2277.0         2279.0         2541.0       1.145          0.623            325         757.34         +15.68          10.41            9.6            201         +15.95          -15.4          912.6           1.86            1.5          17.82
  431.8    2278.0         2280.0         2542.0       1.147          0.623            325         757.25         +15.68          10.40            9.6            201         +15.95          -15.4          912.5           1.85            1.5          17.82
  432.0    2279.0         2281.0         2543.0       1.148          0.624            325         757.16         +15.68          10.39            9.6            201         +15.95          -15.4          912.4           1.85            1.5          17.82
  432.2    2280.0         2282.0         2544.0       1.150          0.624            326         757.07         +15.68          10.40            9.6            201         +15.94          -15.4          912.3           1.85            1.5          17.81
  432.4    2281.0         2283.0         2545.0       1.151          0.625            326         756.99         +15.67          10.40            9.6            201         +15.94          -15.4          912.3           1.85            1.5          17.81
  432.5    2282.0         2284.0         2546.0       1.153          0.625            326         756.90         +15.66          10.40            9.6            201         +15.93          -15.4          912.2           1.85            1.5          17.80
  432.7    2283.0         2285.0         2547.0       1.154          0.626            326         756.81         +15.65          10.41            9.6            201         +15.92          -15.4          912.1           1.85            1.5          17.79
  432.9    2284.0         2286.0         2548.0       1.156          0.626            326         756.72         +15.65          10.41            9.6            201         +15.91          -15.4          912.0           1.85            1.5          17.78
  433.1    2285.0         2287.0         2549.0       1.157          0.627            326         756.63         +15.63          10.42            9.6            201         +15.90          -15.4          911.9           1.85            1.5          17.76
  433.3    2286.0         2288.0         2550.0       1.159          0.627            326         756.54         +15.61          10.42            9.6            201         +15.88          -15.4          911.9           1.85            1.5          17.74
  433.5    2287.0         2289.0         2551.0       1.160          0.627            327         756.45         +15.59          10.43            9.6            201         +15.86          -15.4          911.9           1.85            1.5          17.72
  433.6    2288.0         2290.0         2552.0       1.162          0.628            327         756.37         +15.57          10.43            9.6            201         +15.84          -15.4          911.8           1.85            1.5          17.70
  433.8    2289.0         2291.0         2553.0       1.163          0.628            327         756.28         +15.55          10.44            9.6            201         +15.82          -15.4          911.8           1.84            1.5          17.67
  434.0    2290.0         2292.0         2554.0       1.165          0.629            327         756.19         +15.53          10.44            9.6            201         +15.80          -15.5          911.7           1.84            1.5          17.65
  434.2    2291.0         2293.0         2555.0       1.166          0.629            327         756.10         +15.53          10.46            9.6            201         +15.80          -15.4          911.6           1.85            1.5          17.65
  434.4    2292.0         2294.0         2556.0       1.168          0.630            327         756.01         +15.52          10.47            9.6            201         +15.79          -15.4          911.5           1.85            1.5          17.64
  434.6    2293.0         2295.0         2557.0       1.169          0.630            328         755.92         +15.52          10.48            9.6            201         +15.79          -15.4          911.4           1.85            1.5          17.64
  434.8    2294.0         2296.0         2558.0       1.171          0.631            328         755.83         +15.52          10.50            9.6            202         +15.79          -15.4          911.3           1.85            1.5          17.63
  434.9    2295.0         2297.0         2559.0       1.172          0.631            328         755.75         +15.51          10.51            9.6            202         +15.78          -15.4          911.3           1.85            1.5          17.63
  435.1    2296.0         2298.0         2560.0       1.174          0.632            328         755.66         +15.51          10.51            9.6            202         +15.78          -15.4          911.2           1.85            1.5          17.62
  435.3    2297.0         2299.1         2561.1       1.175          0.632            328         755.57         +15.50          10.50            9.6            202         +15.77          -15.4          911.1           1.85            1.5          17.62
  435.5    2298.0         2300.1         2562.1       1.177          0.633            329         755.48         +15.50          10.50            9.6            202         +15.77          -15.4          911.0           1.85            1.5          17.61
  435.7    2299.0         2301.1         2563.1       1.179          0.633            329         755.39         +15.49          10.49            9.6            202         +15.76          -15.4          910.9           1.85            1.5          17.61
  435.9    2300.0         2302.1         2564.1       1.180          0.633            329         755.30         +15.49          10.49            9.6            202         +15.75          -15.4          910.8           1.85            1.5          17.60
  436.1    2301.0         2303.1         2565.1       1.182          0.634            329         755.21         +15.48          10.48            9.6            202         +15.75          -15.5          910.7           1.84            1.5          17.59
  436.2    2302.0         2304.1         2566.1       1.183          0.634            329         755.12         +15.48          10.47            9.6            202         +15.74          -15.5          910.6           1.84            1.5          17.59
  436.4    2303.0         2305.1         2567.1       1.185          0.635            330         755.04         +15.47          10.46            9.6            202         +15.74          -15.5          910.5           1.84            1.5          17.58
  436.6    2304.0         2306.1         2568.1       1.187          0.635            330         754.95         +15.46          10.45            9.6            202         +15.73          -15.5          910.5           1.84            1.5          17.57
  436.8    2305.0         2307.1         2569.1       1.188          0.636            330         754.86         +15.46          10.45            9.6            202         +15.72          -15.5          910.4           1.84            1.5          17.57
  437.0    2306.0         2308.1         2570.1       1.190          0.636            330         754.77         +15.45          10.44            9.6            202         +15.72          -15.5          910.3           1.83            1.5          17.56
  437.2    2307.0         2309.1         2571.1       1.192          0.637            330         754.68         +15.45          10.43            9.6            202         +15.71          -15.5          910.2           1.83            1.5          17.56
  437.3    2308.0         2310.1         2572.1       1.193          0.637            330         754.59         +15.44          10.41            9.6            202         +15.71          -15.6          910.1           1.83            1.5          17.55
  437.5    2309.0         2311.1         2573.1       1.195          0.637            330         754.50         +15.44          10.40            9.6            202         +15.70          -15.6          910.0           1.82            1.5          17.54
  437.7    2310.0         2312.1         2574.1       1.196          0.638            331         754.42         +15.43          10.39            9.6            202         +15.70          -15.6          909.9           1.82            1.5          17.54
  437.9    2311.0         2313.1         2575.1       1.198          0.638            331         754.33         +15.43          10.38            9.6            202         +15.69          -15.6          909.8           1.82            1.5          17.53
  438.1    2312.0         2314.1         2576.1       1.200          0.639            331         754.24         +15.42          10.37            9.6            202         +15.68          -15.6          909.7           1.82            1.5          17.53
  438.3    2313.0         2315.1         2577.1       1.201          0.639            331         754.15         +15.42          10.37            9.6            202         +15.68          -15.6          909.6           1.82            1.5          17.52
  438.4    2314.0         2316.1         2578.1       1.203          0.640            331         754.06         +15.41          10.36            9.6            202         +15.68          -15.6          909.6           1.82            1.5          17.52
  438.6    2315.0         2317.1         2579.1       1.205          0.640            331         753.98         +15.41          10.36            9.6            202         +15.67          -15.6          909.5           1.81            1.5          17.51
  438.8    2316.0         2318.1         2580.1       1.207          0.641            331         753.89         +15.41          10.35            9.6            202         +15.67          -15.7          909.4           1.81            1.5          17.51
  439.0    2317.0         2319.1         2581.1       1.208          0.641            332         753.80         +15.40          10.35            9.6            202         +15.67          -15.7          909.3           1.81            1.5          17.51
  439.2    2318.0         2320.1         2582.1       1.210          0.642            332         753.71         +15.40          10.34            9.6            202         +15.66          -15.7          909.2           1.81            1.5          17.50
  439.4    2319.0         2321.1         2583.1       1.212          0.642            332         753.63         +15.40          10.32            9.6            202         +15.66          -15.7          909.1           1.81            1.5          17.50
  439.5    2320.0         2322.1         2584.1       1.213          0.643            332         753.54         +15.39          10.31            9.6            202         +15.65          -15.7          909.0           1.80            1.5          17.49
  439.7    2321.0         2323.1         2585.1       1.215          0.643            332         753.45         +15.39          10.30            9.6            202         +15.65          -15.7          908.9           1.80            1.5          17.49
  439.9    2322.0         2324.1         2586.1       1.217          0.644            332         753.36         +15.39          10.28            9.6            202         +15.65          -15.8          908.8           1.80            1.5          17.49
  440.1    2323.0         2325.1         2587.1       1.218          0.644            332         753.27         +15.37          10.28            9.6            203         +15.63          -15.8          908.7           1.80            1.5          17.47
  440.3    2324.0         2326.1         2588.1       1.220          0.645            333         753.19         +15.35          10.28            9.6            203         +15.61          -15.8          908.7           1.79            1.5          17.45
  440.4    2325.0         2327.1         2589.1       1.222          0.645            333         753.10         +15.33          10.28            9.6            203         +15.59          -15.8          908.6           1.79            1.5          17.43
  440.6    2326.0         2328.1         2590.1       1.223          0.646            333         753.01         +15.31          10.28            9.6            202         +15.57          -15.8          908.6           1.79            1.5          17.41
  440.8    2327.0         2329.1         2591.1       1.225          0.646            333         752.92         +15.29          10.28            9.6            202         +15.55          -15.8          908.6           1.79            1.5          17.38
  441.0    2328.0         2330.1         2592.1       1.227          0.647            333         752.83         +15.28          10.28            9.6            202         +15.53          -15.8          908.5           1.78            1.5          17.36
  441.2    2329.0         2331.1         2593.1       1.229          0.647            334         752.75         +15.26          10.27            9.6            202         +15.52          -15.9          908.5           1.78            1.5          17.35
  441.3    2330.0         2332.1         2594.1       1.230          0.648            334         752.66         +15.25          10.27            9.6            202         +15.51          -15.9          908.4           1.78            1.5          17.33
  441.5    2331.0         2333.1         2595.1       1.232          0.648            334         752.57         +15.24          10.26            9.6            202         +15.49          -15.9          908.3           1.78            1.5          17.32
  441.7    2332.0         2334.1         2596.1       1.234          0.649            334         752.48         +15.22          10.26            9.6            202         +15.48          -15.9          908.3           1.78            1.5          17.31
  441.9    2333.0         2335.1         2597.1       1.236          0.649            334         752.39         +15.21          10.25            9.6            202         +15.47          -15.9          908.2           1.77            1.5          17.29
  442.1    2334.0         2336.1         2598.1       1.237          0.650            334         752.31         +15.20          10.25            9.6            202         +15.45          -15.9          908.1           1.77            1.5          17.28
  442.2    2335.0         2337.1         2599.1       1.239          0.650            334         752.22         +15.18          10.25            9.6            202         +15.44          -16.0          908.1           1.77            1.5          17.26
  442.4    2336.0         2338.1         2600.1       1.241          0.651            335         752.13         +15.16          10.25            9.6            202         +15.42          -16.0          908.0           1.77            1.5          17.24
  442.6    2337.0         2339.1         2601.1       1.243          0.651            335         752.04         +15.14          10.25            9.6            202         +15.40          -16.0          908.0           1.76            1.5          17.22
  442.8    2338.0         2340.1         2602.1       1.244          0.652            335         751.95         +15.13          10.24            9.6            202         +15.38          -16.0          907.9           1.76            1.5          17.20
  443.0    2339.0         2341.1         2603.1       1.246          0.652            335         751.87         +15.11          10.24            9.6            202         +15.36          -16.0          907.9           1.76            1.5          17.18
  443.1    2340.0         2342.1         2604.1       1.248          0.653            335         751.78         +15.12          10.25            9.6            202         +15.37          -16.0          907.8           1.76            1.5          17.18
  443.3    2341.0         2343.1         2605.1       1.250          0.653            335         751.69         +15.13          10.26            9.6            202         +15.39          -16.0          907.6           1.76            1.5          17.20
  443.5    2342.0         2344.1         2606.1       1.251          0.654            335         751.61         +15.14          10.27            9.6            202         +15.40          -16.0          907.5           1.77            1.5          17.22
  443.7    2343.0         2345.1         2607.1       1.253          0.654            335         751.52         +15.16          10.27            9.7            202         +15.41          -15.9          907.3           1.77            1.5          17.23
  443.8    2344.0         2346.1         2608.1       1.255          0.655            336         751.43         +15.17          10.28            9.7            202         +15.43          -15.9          907.2           1.77            1.5          17.25
  444.0    2345.0         2347.1         2609.1       1.257          0.655            336         751.35         +15.18          10.29            9.7            202         +15.44          -15.9          907.0           1.78            1.5          17.26
  444.2    2346.0         2348.1         2610.1       1.258          0.656            336         751.26         +15.16          10.29            9.7            202         +15.42          -15.9          907.0           1.77            1.5          17.24
  444.4    2347.0         2349.1         2611.1       1.260          0.656            336         751.17         +15.14          10.29            9.7            202         +15.40          -15.9          906.9           1.77            1.5          17.21
  444.5    2348.0         2350.1         2612.1       1.262          0.657            336         751.08         +15.12          10.29            9.7            202         +15.38          -16.0          906.9           1.77            1.5          17.19
  444.7    2349.0         2351.1         2613.1       1.264          0.657            336         751.00         +15.10          10.28            9.7            202         +15.36          -16.0          906.9           1.77            1.5          17.17
  444.9    2350.0         2352.1         2614.1       1.266          0.658            336         750.91         +15.08          10.28            9.7            202         +15.34          -16.0          906.8           1.76            1.5          17.14
  445.1    2351.0         2353.1         2615.1       1.267          0.658            336         750.82         +15.06          10.28            9.7            202         +15.32          -16.0          906.8           1.76            1.5          17.13
  445.2    2352.0         2354.1         2616.1       1.269          0.659            337         750.73         +15.06          10.27            9.7            202         +15.31          -16.0          906.7           1.76            1.5          17.12
  445.4    2353.0         2355.1         2617.1       1.271          0.660            337         750.65         +15.05          10.27            9.7            202         +15.30          -16.0          906.6           1.76            1.5          17.11
  445.6    2354.0         2356.1         2618.1       1.273          0.660            337         750.56         +15.04          10.26            9.7            202         +15.30          -16.0          906.5           1.76            1.5          17.10
  445.8    2355.0         2357.1         2619.1       1.274          0.661            337         750.47         +15.03          10.26            9.7            202         +15.29          -16.1          906.4           1.75            1.5          17.10
  445.9    2356.0         2358.1         2620.1       1.276          0.661            337         750.38         +15.03          10.25            9.7            202         +15.28          -16.1          906.4           1.75            1.5          17.09
  446.1    2357.0         2359.1         2621.1       1.278          0.662            337         750.30         +15.01          10.25            9.7            202         +15.27          -16.1          906.3           1.75            1.5          17.07
  446.3    2358.0         2360.1         2622.1       1.280          0.663            337         750.21         +14.99          10.23            9.7            202         +15.24          -16.1          906.3           1.74            1.4          17.05
  446.5    2359.0         2361.1         2623.1       1.281          0.663            337         750.12         +14.97          10.22            9.7            202         +15.22          -16.1          906.2           1.74            1.4          17.02
  446.6    2360.0         2362.1         2624.1       1.283          0.664            338         750.03         +14.95          10.21            9.7            202         +15.20          -16.2          906.2           1.74            1.4          17.00
  446.8    2361.0         2363.1         2625.1       1.285          0.665            338         749.94         +14.93          10.20            9.7            202         +15.18          -16.2          906.1           1.73            1.4          16.98
  447.0    2362.0         2364.1         2626.1       1.286          0.665            338         749.85         +14.91          10.19            9.7            202         +15.16          -16.2          906.1           1.73            1.4          16.95
  447.2    2363.0         2365.1         2627.1       1.288          0.666            338         749.76         +14.92          10.19            9.7            202         +15.17          -16.2          906.0           1.73            1.4          16.97
  447.3    2364.0         2366.1         2628.1       1.290          0.667            338         749.68         +14.93          10.18            9.7            203         +15.18          -16.2          905.8           1.73            1.4          16.98
  447.5    2365.0         2367.1         2629.1       1.291          0.667            338         749.59         +14.94          10.18            9.7            203         +15.19          -16.2          905.7           1.73            1.4          16.99
  447.7    2366.0         2368.1         2630.1       1.293          0.668            338         749.50         +14.95          10.18            9.7            203         +15.21          -16.2          905.5           1.73            1.4          17.01
  447.9    2367.0         2369.1         2631.1       1.295          0.669            338         749.41         +14.97          10.17            9.7            203         +15.22          -16.2          905.4           1.73            1.4          17.02
  448.1    2368.0         2370.1         2632.1       1.296          0.669            338         749.32         +14.96          10.17            9.7            203         +15.22          -16.2          905.3           1.73            1.4          17.02
  448.2    2369.0         2371.1         2633.1       1.298          0.670            338         749.23         +14.93          10.18            9.7            203         +15.18          -16.2          905.3           1.73            1.4          16.98
  448.4    2370.0         2372.1         2634.1       1.300          0.671            338         749.15         +14.89          10.18            9.7            203         +15.14          -16.3          905.3           1.72            1.4          16.94
  448.6    2371.0         2373.1         2635.1       1.301          0.671            338         749.06         +14.85          10.18            9.7            203         +15.10          -16.3          905.3           1.72            1.4          16.90
  448.8    2372.0         2374.1         2636.1       1.303          0.672            338         748.97         +14.82          10.19            9.7            203         +15.07          -16.3          905.3           1.72            1.4          16.86
  448.9    2373.0         2375.1         2637.1       1.305          0.673            339         748.88         +14.78          10.19            9.7            203         +15.03          -16.3          905.3           1.71            1.4          16.82
  449.1    2374.0         2376.1         2638.1       1.306          0.673            339         748.79         +14.77          10.19            9.7            203         +15.02          -16.3          905.2           1.71            1.4          16.81
