==============================================================

Station Name : ExampleStation
Launched     : 6/15/1990 0:30:00 AM

   Time   GPM_AGL        Alt_AGL        Alt_MSL       North           East         Ascent          Press           Temp         RelHum         WSpeed          WDirn          VTemp             DP           Dens             VP        Mix_Rat            SVP
      s         m              m              m          km             km          m/min            hPa             °C              %            m/s              °             °C             °C           g/m³            hPa                           hPa
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.0       0.0            0.0          262.0      -0.004         -0.003              0         983.50         +15.40          95.00            0.5            135         +17.26          +14.6         1179.9          16.63           10.7          17.50
    0.3       1.0            1.0          263.0      -0.004         -0.003             61         983.51         +15.33          95.05            0.7            150         +17.18          +14.5         1180.2          16.56           10.7          17.42
    0.5       2.0            2.0          264.0      -0.004         -0.003            122         983.52         +15.25          95.11            0.9            159         +17.09          +14.5         1180.5          16.49           10.6          17.34
    0.8       3.0            3.0          265.0      -0.004         -0.003            183         983.53         +15.18          95.16            1.1            165         +17.01          +14.4         1180.9          16.42           10.6          17.26
    1.0       4.0            4.0          266.0      -0.004         -0.003            244         983.54         +15.11          95.22            1.3            168         +16.93          +14.4         1181.2          16.36           10.5          17.18
    1.5       5.0            5.0          267.0      -0.004         -0.003            245         983.52         +15.03          95.38            1.3            169         +16.85          +14.3         1181.5          16.30           10.5          17.09
    1.9       6.0            6.0          268.0      -0.004         -0.003            245         983.49         +14.95          95.55            1.3            170         +16.77          +14.2         1181.8          16.25           10.4          17.01
    2.2       7.0            7.0          269.0      -0.004         -0.003            246         983.44         +14.93          95.77            1.3            171         +16.74          +14.3         1181.9          16.26           10.5          16.98
    2.5       8.0            8.0          270.0      -0.005         -0.004            246         983.38         +14.92          96.01            1.3            171         +16.73          +14.3         1181.8          16.29           10.5          16.97
    2.8       9.0            9.0          271.0      -0.005         -0.004            247         983.32         +14.91          96.24            1.3            172         +16.73          +14.3         1181.8          16.32           10.5          16.96
    3.1      10.0           10.0          272.0      -0.005         -0.004            247         983.26         +14.91          96.45            1.3            172         +16.73          +14.3         1181.7          16.35           10.5          16.95
    3.3      11.0           11.0          273.0      -0.005         -0.005            247         983.18         +14.93          96.60            1.3            172         +16.75          +14.4         1181.5          16.40           10.6          16.98
    3.6      12.0           12.0          274.0      -0.005         -0.005            247         983.10         +14.95          96.75            1.3            173         +16.78          +14.4         1181.3          16.45           10.6          17.00
    3.8      13.0           13.0          275.0      -0.005         -0.006            248         983.03         +14.97          96.90            1.3            173         +16.81          +14.5         1181.1          16.49           10.6          17.02
    4.1      14.0           14.0          276.0      -0.005         -0.006            248         982.95         +15.01          97.03            1.3            173         +16.85          +14.5         1180.8          16.56           10.7          17.06
    4.3      15.0           15.0          277.0      -0.005         -0.006            248         982.87         +15.09          97.12            1.3            173         +16.94          +14.6         1180.4          16.66           10.7          17.15
    4.5      16.0           16.0          278.0      -0.005         -0.006            248         982.79         +15.16          97.22            1.3            174         +17.03          +14.7         1179.9          16.76           10.8          17.24
    4.7      17.0           17.0          279.0      -0.005         -0.007            248         982.71         +15.24          97.31            1.3            174         +17.13          +14.8         1179.4          16.86           10.9          17.33
    4.9      18.0           18.0          280.0      -0.004         -0.007            248         982.63         +15.32          97.40            1.3            174         +17.22          +14.9         1179.0          16.96           10.9          17.41
    5.1      19.0           19.0          281.0      -0.004         -0.007            248         982.54         +15.40          97.51            1.3            174         +17.31          +15.0         1178.5          17.07           11.0          17.51
    5.4      20.0           20.0          282.0      -0.004         -0.007            249         982.45         +15.49          97.64            1.3            174         +17.41          +15.1         1178.0          17.19           11.1          17.60
    5.6      21.0           21.0          283.0      -0.005         -0.007            249         982.36         +15.58          97.76            1.3            175         +17.51          +15.2         1177.4          17.30           11.2          17.70
    5.8      22.0           22.0          284.0      -0.005         -0.007            249         982.27         +15.66          97.89            1.3            175         +17.61          +15.3         1176.9          17.42           11.2          17.80
    6.0      23.0           23.0          285.0      -0.005         -0.007            249         982.18         +15.75          98.00            1.2            175         +17.71          +15.4         1176.4          17.54           11.3          17.89
    6.2      24.0           24.0          286.0      -0.005         -0.007            249         982.08         +15.81          98.00            1.2            175         +17.78          +15.5         1176.0          17.61           11.4          17.97
    6.5      25.0           25.0          287.0      -0.005         -0.007            249         981.98         +15.88          98.00            1.2            175         +17.86          +15.6         1175.6          17.69           11.4          18.05
    6.7      26.0           26.0          288.0      -0.005         -0.007            249         981.89         +15.94          98.01            1.2            175         +17.93          +15.6         1175.2          17.76           11.5          18.12
    6.9      27.0           27.0          289.0      -0.005         -0.007            249         981.79         +16.01          98.01            1.2            176         +18.01          +15.7         1174.8          17.84           11.5          18.20
    7.2      28.0           28.0          290.0      -0.005         -0.007            249         981.69         +16.06          97.95            1.2            176         +18.07          +15.7         1174.4          17.88           11.5          18.26
    7.4      29.0           29.0          291.0      -0.005         -0.007            249         981.59         +16.11          97.87            1.2            176         +18.12          +15.8         1174.1          17.92           11.6          18.31
    7.6      30.0           30.0          292.0      -0.005         -0.007            249         981.49         +16.15          97.79            1.2            176         +18.17          +15.8         1173.7          17.96           11.6          18.37
    7.8      31.0           31.0          293.0      -0.005         -0.008            249         981.38         +16.20          97.71            1.2            176         +18.22          +15.8         1173.4          18.00           11.6          18.42
    8.1      32.0           32.0          294.0      -0.005         -0.008            249         981.28         +16.24          97.63            1.2            176         +18.26          +15.9         1173.1          18.03           11.6          18.47
    8.3      33.0           33.0          295.0      -0.005         -0.008            249         981.18         +16.26          97.56            1.1            177         +18.29          +15.9         1172.9          18.05           11.7          18.50
    8.5      34.0           34.0          296.0      -0.005         -0.008            249         981.07         +16.29          97.50            1.1            177         +18.32          +15.9         1172.6          18.06           11.7          18.53
    8.8      35.0           35.0          297.0      -0.005         -0.008            249         980.96         +16.32          97.43            1.1            177         +18.35          +15.9         1172.4          18.08           11.7          18.56
    9.0      36.0           36.0          298.0      -0.005         -0.008            249         980.86         +16.35          97.36            1.1            177         +18.38          +15.9         1172.1          18.10           11.7          18.59
    9.2      37.0           37.0          299.0      -0.005         -0.009            249         980.75         +16.43          97.21            1.1            178         +18.48          +16.0         1171.6          18.17           11.7          18.70
    9.5      38.0           38.0          300.0      -0.005         -0.009            249         980.64         +16.52          97.06            1.1            178         +18.57          +16.1         1171.1          18.25           11.8          18.80
    9.7      39.0           39.0          301.0      -0.005         -0.009            249         980.54         +16.60          96.91            1.1            178         +18.67          +16.1         1170.6          18.32           11.8          18.90
    9.9      40.0           40.0          302.0      -0.005         -0.009            250         980.43         +16.69          96.75            1.1            178         +18.76          +16.2         1170.1          18.39           11.9          19.01
   10.2      41.0           41.0          303.0      -0.005         -0.010            250         980.32         +16.72          96.60            1.1            179         +18.79          +16.2         1169.9          18.39           11.9          19.04
   10.4      42.0           42.0          304.0      -0.005         -0.010            250         980.22         +16.73          96.44            1.1            179         +18.80          +16.2         1169.7          18.38           11.9          19.05
   10.6      43.0           43.0          305.0      -0.005         -0.010            250         980.11         +16.74          96.28            1.1            179         +18.81          +16.1         1169.5          18.36           11.9          19.07
   10.8      44.0           44.0          306.0      -0.005         -0.010            250         980.01         +16.75          96.12            1.0            180         +18.82          +16.1         1169.4          18.34           11.9          19.08
   11.1      45.0           45.0          307.0      -0.005         -0.011            251         979.90         +16.76          95.97            1.0            180         +18.83          +16.1         1169.2          18.32           11.9          19.09
   11.3      46.0           46.0          308.0      -0.005         -0.011            252         979.79         +16.77          95.83            1.0            180         +18.83          +16.1         1169.1          18.30           11.8          19.10
   11.5      47.0           47.0          309.0      -0.005         -0.011            254         979.69         +16.77          95.69            1.0            181         +18.83          +16.1         1168.9          18.28           11.8          19.10
   11.8      48.0           48.0          310.0      -0.005         -0.012            255         979.58         +16.78          95.55            1.0            181         +18.83          +16.1         1168.8          18.26           11.8          19.11
   12.0      49.0           49.0          311.0      -0.005         -0.012            256         979.48         +16.78          95.40            1.0            181         +18.83          +16.0         1168.7          18.24           11.8          19.11
   12.2      50.0           50.0          312.0      -0.005         -0.012            257         979.37         +16.78          95.30            1.0            182         +18.83          +16.0         1168.5          18.22           11.8          19.11
   12.4      51.0           51.0          313.0      -0.005         -0.013            258         979.26         +16.78          95.20            1.0            182         +18.83          +16.0         1168.4          18.20           11.8          19.11
   12.7      52.0           52.0          314.0      -0.005         -0.013            258         979.15         +16.78          95.10            1.0            182         +18.83          +16.0         1168.3          18.18           11.8          19.11
   12.9      53.0           53.0          315.0      -0.005         -0.013            259         979.04         +16.78          94.99            1.0            183         +18.83          +16.0         1168.2          18.16           11.8          19.11
   13.1      54.0           54.0          316.0      -0.005         -0.013            259         978.94         +16.78          94.94            1.0            183         +18.83          +16.0         1168.1          18.15           11.7          19.12
   13.4      55.0           55.0          317.0      -0.005         -0.014            260         978.82         +16.78          94.94            1.0            183         +18.83          +16.0         1167.9          18.15           11.8          19.12
   13.6      56.0           56.0          318.0      -0.005         -0.014            260         978.71         +16.79          94.94            1.0            183         +18.83          +16.0         1167.8          18.15           11.8          19.12
   13.8      57.0           57.0          319.0      -0.005         -0.014            260         978.60         +16.79          94.93            1.0            183         +18.84          +16.0         1167.6          18.16           11.8          19.12
   14.0      58.0           58.0          320.0      -0.005         -0.014            261         978.49         +16.79          94.92            1.0            184         +18.84          +16.0         1167.5          18.16           11.8          19.13
   14.3      59.0           59.0          321.0      -0.005         -0.014            260         978.38         +16.79          94.88            1.0            184         +18.84          +16.0         1167.3          18.15           11.8          19.13
   14.5      60.0           60.0          322.0      -0.004         -0.014            260         978.27         +16.80          94.85            1.0            184         +18.84          +16.0         1167.2          18.15           11.8          19.13
   14.8      61.0           61.0          323.0      -0.004         -0.014            260         978.16         +16.80          94.81            1.0            184         +18.85          +16.0         1167.1          18.14           11.8          19.14
   15.0      62.0           62.0          324.0      -0.004         -0.014            260         978.05         +16.80          94.77            1.0            184         +18.85          +16.0         1166.9          18.14           11.8          19.14
   15.2      63.0           63.0          325.0      -0.004         -0.014            260         977.94         +16.80          94.74            1.0            184         +18.85          +16.0         1166.8          18.14           11.8          19.14
   15.5      64.0           64.0          326.0      -0.004         -0.014            260         977.83         +16.81          94.72            1.0            184         +18.85          +16.0         1166.6          18.13           11.8          19.14
   15.7      65.0           65.0          327.0      -0.004         -0.014            260         977.72         +16.81          94.69            1.0            184         +18.85          +16.0         1166.5          18.13           11.8          19.15
   15.9      66.0           66.0          328.0      -0.004         -0.014            260         977.60         +16.81          94.66            1.0            183         +18.86          +15.9         1166.3          18.13           11.8          19.15
   16.2      67.0           67.0          329.0      -0.004         -0.014            260         977.49         +16.84          94.64            1.0            183         +18.89          +16.0         1166.1          18.16           11.8          19.19
   16.4      68.0           68.0          330.0      -0.003         -0.014            260         977.38         +16.89          94.61            1.0            183         +18.95          +16.0         1165.7          18.21           11.8          19.25
   16.6      69.0           69.0          331.0      -0.003         -0.014            260         977.27         +16.94          94.59            1.0            183         +19.00          +16.1         1165.4          18.26           11.8          19.31
   16.9      70.0           70.0          332.0      -0.003         -0.014            260         977.16         +16.99          94.56            1.0            183         +19.06          +16.1         1165.0          18.31           11.9          19.36
   17.1      71.0           71.0          333.0      -0.003         -0.014            260         977.05         +17.00          94.51            1.0            183         +19.07          +16.1         1164.8          18.32           11.9          19.38
   17.4      72.0           72.0          334.0      -0.003         -0.014            260         976.93         +16.98          94.43            1.0            183         +19.05          +16.1         1164.8          18.28           11.9          19.36
   17.6      73.0           73.0          335.0      -0.002         -0.014            261         976.82         +16.96          94.35            1.0            183         +19.02          +16.0         1164.8          18.24           11.8          19.33
   17.8      74.0           74.0          336.0      -0.002         -0.014            261         976.71         +16.94          94.27            1.0            182         +18.99          +16.0         1164.7          18.20           11.8          19.30
   18.1      75.0           75.0          337.0      -0.002         -0.014            261         976.59         +16.93          94.18            1.0            182         +18.99          +16.0         1164.6          18.18           11.8          19.30
   18.3      76.0           76.0          338.0      -0.001         -0.015            261         976.48         +16.97          94.07            1.0            182         +19.02          +16.0         1164.3          18.19           11.8          19.34
   18.6      77.0           77.0          339.0      -0.001         -0.015            261         976.37         +17.00          93.96            1.0            182         +19.06          +16.0         1164.1          18.21           11.8          19.38
   18.8      78.0           78.0          340.0      -0.001         -0.015            262         976.26         +17.03          93.86            1.0            182         +19.10          +16.0         1163.8          18.23           11.8          19.42
   19.0      79.0           79.0          341.0      -0.001         -0.015            262         976.15         +17.06          93.74            1.0            182         +19.13          +16.0         1163.5          18.24           11.8          19.46
   19.3      80.0           80.0          342.0       0.000         -0.015            262         976.05         +17.07          93.58            1.0            182         +19.13          +16.0         1163.4          18.21           11.8          19.46
   19.5      81.0           81.0          343.0       0.000         -0.015            262         975.95         +17.07          93.42            1.0            182         +19.13          +16.0         1163.3          18.19           11.8          19.47
   19.7      82.0           82.0          344.0       0.001         -0.016            263         975.85         +17.08          93.26            1.0            182         +19.13          +16.0         1163.2          18.16           11.8          19.48
   20.0      83.0           83.0          345.0       0.001         -0.016            263         975.75         +17.08          93.10            1.0            182         +19.13          +16.0         1163.0          18.14           11.8          19.48
   20.2      84.0           84.0          346.0       0.002         -0.016            263         975.65         +17.10          92.87            1.0            182         +19.15          +15.9         1162.8          18.11           11.8          19.50
   20.4      85.0           85.0          347.0       0.002         -0.016            263         975.54         +17.12          92.63            1.0            183         +19.17          +15.9         1162.6          18.09           11.8          19.53
   20.7      86.0           86.0          348.0       0.003         -0.017            263         975.44         +17.14          92.39            1.0            183         +19.19          +15.9         1162.4          18.07           11.7          19.56
   20.9      87.0           87.0          349.0       0.003         -0.017            263         975.33         +17.16          92.14            0.9            183         +19.21          +15.9         1162.2          18.04           11.7          19.58
   21.1      88.0           88.0          350.0       0.004         -0.017            263         975.23         +17.22          91.87            0.9            183         +19.26          +15.9         1161.9          18.05           11.7          19.65
   21.4      89.0           89.0          351.0       0.004         -0.017            263         975.12         +17.30          91.56            0.9            184         +19.35          +15.9         1161.4          18.08           11.8          19.75
   21.6      90.0           90.0          352.0       0.005         -0.018            264         975.01         +17.38          91.25            0.9            184         +19.43          +15.9         1161.0          18.11           11.8          19.85
   21.8      91.0           91.0          353.0       0.006         -0.018            264         974.90         +17.46          90.94            0.9            184         +19.52          +16.0         1160.5          18.14           11.8          19.95
   22.1      92.0           92.1          354.1       0.006         -0.018            264         974.79         +17.54          90.63            0.9            185         +19.60          +16.0         1160.0          18.18           11.8          20.06
   22.3      93.0           93.1          355.1       0.007         -0.018            264         974.68         +17.63          90.33            0.9            185         +19.70          +16.0         1159.5          18.23           11.9          20.18
   22.5      94.0           94.1          356.1       0.008         -0.018            264         974.57         +17.73          90.02            0.9            185         +19.81          +16.1         1159.0          18.27           11.9          20.30
   22.8      95.0           95.1          357.1       0.009         -0.018            264         974.46         +17.82          89.71            0.9            186         +19.91          +16.1         1158.4          18.32           11.9          20.42
   23.0      96.0           96.1          358.1       0.009         -0.018            265         974.36         +17.92          89.41            0.9            186         +20.01          +16.2         1157.9          18.36           11.9          20.54
   23.2      97.0           97.1          359.1       0.010         -0.019            265         974.25         +18.03          89.17            0.9            186         +20.13          +16.2         1157.3          18.44           12.0          20.68
   23.4      98.0           98.1          360.1       0.011         -0.019            265         974.14         +18.14          88.93            0.9            187         +20.25          +16.3         1156.7          18.52           12.1          20.83
   23.7      99.0           99.1          361.1       0.012         -0.019            265         974.03         +18.25          88.69            0.9            187         +20.37          +16.4         1156.1          18.61           12.1          20.98
   23.9     100.0          100.1          362.1       0.013         -0.019            266         973.92         +18.37          88.45            0.9            187         +20.50          +16.4         1155.5          18.69           12.2          21.13
   24.1     101.0          101.1          363.1       0.014         -0.019            266         973.81         +18.42          88.23            0.9            188         +20.55          +16.4         1155.1          18.70           12.2          21.20
   24.3     102.0          102.1          364.1       0.014         -0.018            266         973.70         +18.41          88.02            0.9            188         +20.54          +16.4         1155.0          18.65           12.1          21.19
   24.6     103.0          103.1          365.1       0.015         -0.018            267         973.59         +18.40          87.82            0.9            188         +20.53          +16.4         1155.0          18.60           12.1          21.18
   24.8     104.0          104.1          366.1       0.016         -0.018            267         973.48         +18.40          87.62            0.8            189         +20.51          +16.3         1154.9          18.55           12.1          21.17
   25.0     105.0          105.1          367.1       0.017         -0.018            267         973.37         +18.39          87.42            0.8            189         +20.50          +16.3         1154.8          18.50           12.0          21.16
   25.2     106.0          106.1          368.1       0.018         -0.018            268         973.26         +18.43          87.23            0.8            189         +20.54          +16.3         1154.5          18.50           12.1          21.21
   25.5     107.0          107.1          369.1       0.018         -0.018            268         973.15         +18.47          87.04            0.8            189         +20.58          +16.3         1154.2          18.51           12.1          21.26
   25.7     108.0          108.1          370.1       0.019         -0.018            268         973.04         +18.51          86.85            0.8            189         +20.62          +16.3         1153.9          18.51           12.1          21.31
   25.9     109.0          109.1          371.1       0.020         -0.017            269         972.93         +18.54          86.66            0.8            189         +20.66          +16.3         1153.7          18.51           12.1          21.36
   26.1     110.0          110.1          372.1       0.021         -0.017            269         972.82         +18.55          86.50            0.8            189         +20.66          +16.3         1153.5          18.48           12.0          21.37
   26.3     111.0          111.1          373.1       0.021         -0.017            269         972.71         +18.52          86.38            0.8            189         +20.63          +16.2         1153.5          18.43           12.0          21.33
   26.6     112.0          112.1          374.1       0.022         -0.017            270         972.60         +18.49          86.26            0.8            189         +20.59          +16.2         1153.5          18.37           12.0          21.30
   26.8     113.0          113.1          375.1       0.023         -0.016            270         972.49         +18.47          86.14            0.8            189         +20.56          +16.1         1153.5          18.32           11.9          21.26
   27.0     114.0          114.1          376.1       0.024         -0.016            271         972.38         +18.44          86.02            0.8            189         +20.53          +16.1         1153.5          18.26           11.9          21.23
   27.2     115.0          115.1          377.1       0.024         -0.016            271         972.27         +18.49          85.86            0.8            189         +20.58          +16.1         1153.2          18.28           11.9          21.29
   27.4     116.0          116.1          378.1       0.025         -0.016            272         972.16         +18.54          85.69            0.8            189         +20.63          +16.1         1152.9          18.30           11.9          21.35
   27.7     117.0          117.1          379.1       0.026         -0.015            272         972.05         +18.59          85.53            0.7            189         +20.68          +16.1         1152.5          18.32           11.9          21.42
   27.9     118.0          118.1          380.1       0.026         -0.015            273         971.94         +18.63          85.36            0.7            189         +20.73          +16.1         1152.2          18.34           12.0          21.48
   28.1     119.0          119.1          381.1       0.027         -0.015            273         971.83         +18.70          85.19            0.7            189         +20.81          +16.2         1151.8          18.38           12.0          21.58
   28.3     120.0          120.1          382.1       0.027         -0.014            274         971.72         +18.81          85.01            0.7            189         +20.92          +16.2         1151.2          18.46           12.0          21.72
   28.5     121.0          121.1          383.1       0.028         -0.014            274         971.61         +18.91          84.83            0.7            189         +21.04          +16.3         1150.6          18.55           12.1          21.86
   28.7     122.0          122.1          384.1       0.029         -0.014            275         971.50         +19.02          84.65            0.7            188         +21.15          +16.4         1150.0          18.63           12.2          22.00
   29.0     123.0          123.1          385.1       0.029         -0.014            275         971.39         +19.12          84.47            0.7            188         +21.26          +16.4         1149.5          18.71           12.2          22.15
   29.2     124.0          124.1          386.1       0.030         -0.013            275         971.28         +19.23          84.28            0.7            188         +21.38          +16.5         1148.9          18.79           12.3          22.29
   29.4     125.0          125.1          387.1       0.030         -0.013            276         971.17         +19.33          84.08            0.7            188         +21.49          +16.6         1148.3          18.87           12.3          22.44
   29.6     126.0          126.1          388.1       0.031         -0.013            276         971.06         +19.43          83.88            0.7            188         +21.61          +16.6         1147.7          18.95           12.4          22.59
   29.8     127.0          127.1          389.1       0.031         -0.012            277         970.95         +19.54          83.69            0.7            188         +21.72          +16.7         1147.2          19.02           12.4          22.73
   30.0     128.0          128.1          390.1       0.032         -0.012            277         970.84         +19.61          83.48            0.6            187         +21.80          +16.7         1146.7          19.07           12.5          22.84
   30.3     129.0          129.1          391.1       0.033         -0.012            278         970.73         +19.58          83.26            0.6            187         +21.76          +16.7         1146.7          18.98           12.4          22.79
   30.5     130.0          130.1          392.1       0.033         -0.011            278         970.62         +19.55          83.04            0.6            187         +21.72          +16.6         1146.8          18.89           12.3          22.75
   30.7     131.0          131.1          393.1       0.034         -0.011            279         970.51         +19.52          82.82            0.6            187         +21.68          +16.5         1146.8          18.80           12.3          22.70
   30.9     132.0          132.1          394.1       0.034         -0.011            279         970.40         +19.48          82.60            0.6            187         +21.63          +16.4         1146.9          18.71           12.2          22.66
   31.1     133.0          133.1          395.1       0.035         -0.011            280         970.29         +19.46          82.43            0.6            186         +21.60          +16.4         1146.8          18.65           12.2          22.62
   31.4     134.0          134.1          396.1       0.035         -0.010            280         970.18         +19.44          82.28            0.6            186         +21.58          +16.3         1146.8          18.59           12.2          22.60
   31.6     135.0          135.1          397.1       0.035         -0.010            280         970.07         +19.43          82.14            0.6            186         +21.56          +16.3         1146.8          18.54           12.1          22.57
   31.8     136.0          136.1          398.1       0.036         -0.010            281         969.96         +19.41          81.99            0.6            186         +21.53          +16.3         1146.7          18.49           12.1          22.55
   32.0     137.0          137.1          399.1       0.036         -0.010            281         969.85         +19.39          81.85            0.6            186         +21.51          +16.2         1146.7          18.44           12.1          22.53
   32.2     138.0          138.1          400.1       0.037         -0.010            282         969.74         +19.47          81.69            0.6            186         +21.60          +16.3         1146.2          18.50           12.1          22.64
   32.4     139.0          139.1          401.1       0.037         -0.009            282         969.63         +19.55          81.54            0.6            186         +21.69          +16.3         1145.7          18.55           12.1          22.75
   32.7     140.0          140.1          402.1       0.038         -0.009            283         969.52         +19.63          81.39            0.6            186         +21.77          +16.4         1145.3          18.61           12.2          22.87
   32.9     141.0          141.1          403.1       0.038         -0.009            283         969.41         +19.71          81.24            0.6            186         +21.86          +16.4         1144.8          18.67           12.2          22.98
   33.1     142.0          142.1          404.1       0.038         -0.009            283         969.30         +19.77          81.08            0.6            187         +21.92          +16.4         1144.4          18.70           12.2          23.06
   33.3     143.0          143.1          405.1       0.038         -0.009            284         969.19         +19.80          80.92            0.6            187         +21.95          +16.4         1144.2          18.70           12.2          23.10
   33.5     144.0          144.1          406.1       0.039         -0.008            284         969.08         +19.83          80.75            0.6            187         +21.98          +16.4         1143.9          18.69           12.2          23.14
   33.7     145.0          145.1          407.1       0.039         -0.008            284         968.97         +19.86          80.59            0.6            187         +22.01          +16.4         1143.7          18.68           12.2          23.18
   33.9     146.0          146.1          408.1       0.039         -0.008            285         968.86         +19.88          80.42            0.6            188         +22.03          +16.4         1143.5          18.68           12.2          23.22
   34.1     147.0          147.1          409.1       0.040         -0.008            285         968.75         +19.91          80.25            0.6            188         +22.06          +16.4         1143.2          18.67           12.2          23.27
   34.4     148.0          148.1          410.1       0.040         -0.008            285         968.64         +19.94          80.07            0.6            188         +22.10          +16.4         1143.0          18.67           12.2          23.31
   34.6     149.0          149.1          411.1       0.040         -0.008            286         968.53         +19.98          79.89            0.6            188         +22.13          +16.4         1142.7          18.66           12.2          23.36
   34.8     150.0          150.1          412.1       0.040         -0.008            286         968.43         +20.01          79.72            0.5            188         +22.16          +16.4         1142.5          18.66           12.2          23.40
   35.0     151.0          151.1          413.1       0.040         -0.007            287         968.32         +20.04          79.54            0.5            188         +22.19          +16.4         1142.2          18.65           12.2          23.45
   35.2     152.0          152.1          414.1       0.040         -0.007            287         968.21         +20.02          79.42            0.5            187         +22.16          +16.4         1142.2          18.60           12.2          23.42
   35.4     153.0          153.1          415.1       0.040         -0.007            287         968.10         +19.99          79.30            0.5            187         +22.13          +16.3         1142.2          18.54           12.1          23.38
   35.6     154.0          154.1          416.1       0.040         -0.007            288         967.99         +19.97          79.18            0.5            186         +22.10          +16.3         1142.2          18.49           12.1          23.35
   35.8     155.0          155.1          417.1       0.040         -0.007            288         967.88         +19.94          79.06            0.5            186         +22.07          +16.2         1142.2          18.43           12.1          23.31
   36.0     156.0          156.1          418.1       0.040         -0.007            288         967.77         +19.93          78.94            0.5            185         +22.05          +16.2         1142.1          18.38           12.0          23.28
   36.2     157.0          157.1          419.1       0.040         -0.007            289         967.66         +19.95          78.80            0.6            185         +22.07          +16.2         1141.9          18.38           12.0          23.33
   36.4     158.0          158.1          420.1       0.040         -0.006            289         967.55         +19.98          78.66            0.6            184         +22.10          +16.2         1141.7          18.38           12.0          23.37
   36.6     159.0          159.1          421.1       0.040         -0.006            289         967.44         +20.01          78.52            0.6            184         +22.13          +16.2         1141.4          18.38           12.0          23.41
   36.9     160.0          160.1          422.1       0.040         -0.006            289         967.34         +20.04          78.38            0.6            183         +22.16          +16.2         1141.2          18.38           12.0          23.45
   37.1     161.0          161.1          423.1       0.040         -0.006            290         967.23         +20.07          78.24            0.6            183         +22.19          +16.2         1140.9          18.38           12.0          23.49
   37.3     162.0          162.1          424.1       0.040         -0.006            290         967.12         +20.10          78.12            0.6            182         +22.22          +16.2         1140.7          18.38           12.1          23.53
   37.5     163.0          163.1          425.1       0.040         -0.006            290         967.01         +20.12          77.99            0.6            182         +22.25          +16.2         1140.5          18.38           12.1          23.57
   37.7     164.0          164.1          426.1       0.040         -0.006            291         966.90         +20.15          77.87            0.6            181         +22.27          +16.2         1140.2          18.39           12.1          23.61
   37.9     165.0          165.1          427.1       0.040         -0.006            291         966.79         +20.18          77.74            0.6            181         +22.30          +16.2         1140.0          18.39           12.1          23.65
   38.1     166.0          166.1          428.1       0.040         -0.006            291         966.68         +20.17          77.61            0.6            181         +22.29          +16.1         1139.9          18.34           12.0          23.63
   38.3     167.0          167.1          429.1       0.040         -0.005            292         966.57         +20.10          77.47            0.6            180         +22.21          +16.0         1140.1          18.24           12.0          23.54
   38.5     168.0          168.1          430.1       0.039         -0.005            292         966.47         +20.04          77.33            0.6            180         +22.13          +16.0         1140.3          18.13           11.9          23.44
   38.7     169.0          169.1          431.1       0.039         -0.005            292         966.36         +19.97          77.19            0.6            180         +22.05          +15.9         1140.4          18.02           11.8          23.35
   38.9     170.0          170.1          432.1       0.039         -0.005            293         966.25         +19.91          77.04            0.6            179         +21.97          +15.8         1140.6          17.92           11.8          23.26
   39.1     171.0          171.1          433.1       0.039         -0.005            293         966.14         +19.90          76.89            0.6            179         +21.96          +15.7         1140.6          17.87           11.7          23.24
   39.3     172.0          172.1          434.1       0.039         -0.005            293         966.03         +19.94          76.71            0.6            179         +22.01          +15.7         1140.2          17.88           11.7          23.31
